project,id.project,range.date,devs,ml.only.devs,code.only.devs,ml.code.devs,perc.ml.only.devs,perc.code.only.devs,perc.ml.code.devs,sponsored.devs,ratio.sponsored,sponsored.core.devs,ratio.sponsored.core,num.tz,core.global.devs,core.mail.devs,core.code.devs,st.congruence,communicability,global.turnover,code.turnover,core.global.turnover,core.mail.turnover,core.code.turnover,ratio.smelly.quitters,ratio.smelly.devs,global.truck,mail.truck,code.truck,closeness.centr,betweenness.centr,degree.centr,global.mod,mail.mod,code.mod,density,mail.only.core.devs,code.only.core.devs,ml.code.core.devs,ratio.mail.only.core,ratio.code.only.core,ratio.ml.code.core,org.silo,org.siloN
capistrano,8,2013-09 -- 2013-11,85,59,25,1,0.6941,0.2941,0.0118,7,0.0824,2,0.0769,1,19,17,4,0,0.8029,0.4463,0.4211,0.8235,0.7586,0.5714,0.1852,0.0706,0.7765,0.7167,0.8462,0.0197,0.5294,0.6098,0.5724,0.4302,0.0112,0.0569,17,4,0,0.8095,0.1905,0,2,DECREASE
capistrano,8,2013-11 -- 2014-02,73,49,23,1,0.6712,0.3151,0.0137,10,0.137,1,0.0417,1,28,25,2,0,0.875,0.9494,0.8,0.7234,0.7619,1,0.0267,0.0411,0.6164,0.5,0.9167,0.0162,0.3234,0.532,0.2388,0.1496,-0.3753,0.0236,25,2,0,0.9259,0.0741,0,11,INCREASE
capistrano,8,2014-02 -- 2014-05,75,41,32,2,0.5467,0.4267,0.0267,16,0.2133,3,0.0882,1,24,19,6,0,0.861,0.8378,0.6207,0.8846,0.9091,0.5,0.0323,0.1867,0.68,0.5581,0.8235,0.0178,0.3655,0.4207,0.509,0.3023,0.2167,0.0252,19,6,0,0.76,0.24,0,1,DECREASE
capistrano,8,2014-05 -- 2014-08,35,24,10,1,0.6857,0.2857,0.0286,3,0.0857,0,0,1,14,13,1,0,0.8182,11.636,12.889,10.526,0.9375,14.286,0.1406,0.1143,0.6,0.48,0.9091,0.028,0.2022,0.3908,0.428,0.3668,-0.5,0.0504,13,1,0,0.9286,0.0714,0,1,STABLE
capistrano,8,2014-08 -- 2014-11,33,16,15,2,0.4848,0.4545,0.0606,7,0.2121,1,0.0588,1,10,9,3,0.5,0.9412,0.8235,0.4286,0.9167,1,0.5,0.1071,0.0606,0.697,0.5,0.8235,0.0321,0.2385,0.3627,0.5063,0.2526,0.2778,0.0436,7,1,2,0.7,0.1,0.2,5,INCREASE
capistrano,8,2014-11 -- 2015-02,25,10,14,1,0.4,0.56,0.04,3,0.12,0,0,1,8,6,2,0,0.6933,0.931,0.8125,0.8889,0.9333,0.4,0.037,0.6,0.68,0.4545,0.8667,0.0479,0.2951,0.4433,0.4081,-0.2698,0.0509,0.0567,5,1,1,0.7143,0.1429,0.1429,4,DECREASE
capistrano,8,2015-02 -- 2015-05,36,23,12,1,0.6389,0.3333,0.0278,5,0.1389,0,0,1,16,13,3,0,0.6923,0.6885,0.8571,0.5,0.4211,0.4,0.5714,0.4167,0.5556,0.4583,0.7692,0.052,0.5836,0.6968,0.1356,0.0197,0.4247,0.046,12,2,1,0.8,0.1333,0.0667,9,INCREASE
capistrano,8,2015-05 -- 2015-08,30,16,13,1,0.5333,0.4333,0.0333,4,0.1333,1,0.0714,1,12,10,4,0,0.6429,0.8182,0.5185,1,0.9565,0.5714,0.4444,0.2,0.6,0.4118,0.7143,0.0463,0.3923,0.531,0.5047,0.0256,0.4195,0.0552,9,3,1,0.6923,0.2308,0.0769,3,DECREASE
capistrano,8,2015-08 -- 2015-11,21,12,9,0,0.5714,0.4286,0,4,0.1905,0,0,1,8,7,2,0,0.6667,10.196,0.9565,1.1,10.588,13.333,0.1538,0.1429,0.619,0.4167,0.7778,0.0521,0.2842,0.4786,0.4335,0.1145,-0.34,0.0714,7,2,0,0.7778,0.2222,0,1,DECREASE
capistrano,8,2015-11 -- 2016-02,16,5,10,1,0.3125,0.625,0.0625,3,0.1875,1,0.0909,1,5,3,1,0,0.8182,0.8649,0.5,10.769,1.2,13.333,0.125,0.5,0.6875,0.5,0.9091,0.0396,0.0952,0.2833,0.4501,-0.3107,-0.5,0.05,3,1,0,0.75,0.25,0,6,INCREASE
blender,9,2013-06 -- 2013-09,150,116,10,24,0.7733,0.0667,0.16,1,0.0067,0,0,1,57,56,12,0.4935,0.8151,0,0,0,0,0,0,0.3333,0.62,0.6,0.6471,0.0423,0.1721,0.5093,0.1915,0.1354,0.0105,0.1015,47,3,9,0.7966,0.0508,0.1525,39,INCREASE
blender,9,2013-09 -- 2013-12,140,94,18,28,0.6714,0.1286,0.2,6,0.0429,1,0.0217,1,58,55,16,0.3826,0.7647,0.4621,0.2,0.487,0.5405,0.2857,0.2239,0.4714,0.5857,0.5492,0.6522,0.0212,0.3053,0.4827,0.0582,0.2361,0.0287,0.0568,45,6,10,0.7377,0.0984,0.1639,84,INCREASE
blender,9,2013-12 -- 2014-03,154,102,28,24,0.6623,0.1818,0.1558,7,0.0455,2,0.0385,1,64,58,20,0.2118,0.6904,0.4422,0.3673,0.377,0.4248,0.3333,0.3385,0.461,0.5844,0.5397,0.6154,0.0182,0.3122,0.4687,0.0841,0.3683,0.0692,0.0476,48,10,10,0.7059,0.1471,0.1471,41,DECREASE
blender,9,2014-03 -- 2014-05,145,104,18,23,0.7172,0.1241,0.1586,10,0.069,0,0,1,57,53,14,0.3679,0.7835,0.5217,0.5376,0.5455,0.5586,0.7059,0.4487,0.4552,0.6069,0.5827,0.6585,0.0399,0.309,0.4766,0.1189,0.335,0.1295,0.0581,43,4,10,0.7544,0.0702,0.1754,22,DECREASE
blender,9,2014-05 -- 2014-08,104,71,13,20,0.6827,0.125,0.1923,5,0.0481,0,0,1,40,38,11,0.2985,0.7693,0.6185,0.4595,0.5979,0.6593,0.32,0.3896,0.4038,0.6154,0.5824,0.6667,0.0197,0.1956,0.3622,0.3091,0.3028,0.2469,0.065,31,4,7,0.7381,0.0952,0.1667,17,DECREASE
blender,9,2014-08 -- 2014-11,125,87,15,23,0.696,0.12,0.184,8,0.064,1,0.0263,1,48,47,11,0.4545,0.8206,0.4105,0.2535,0.4091,0.4941,0.2727,0.234,0.432,0.616,0.5727,0.7105,0.0249,0.2868,0.471,0.2004,0.2366,0.1714,0.0613,38,2,9,0.7755,0.0408,0.1837,57,INCREASE
blender,9,2014-11 -- 2015-02,110,70,21,19,0.6364,0.1909,0.1727,5,0.0455,0,0,1,44,40,14,0.2143,0.6768,0.6468,0.359,0.587,0.6667,0.24,0.3947,0.4727,0.6,0.5506,0.65,0.0171,0.2792,0.4285,0.1203,0.3096,0.1144,0.0485,31,5,9,0.6889,0.1111,0.2,59,INCREASE
blender,9,2015-02 -- 2015-05,115,78,17,20,0.6783,0.1478,0.1739,2,0.0174,0,0,1,47,43,15,0.194,0.6017,0.4356,0.3636,0.3736,0.5301,0.2759,0.3673,0.5478,0.5913,0.5612,0.5946,0.0746,0.212,0.3669,0.2691,0.4193,0.286,0.0717,34,6,9,0.6939,0.1224,0.1837,34,DECREASE
blender,9,2015-05 -- 2015-08,92,58,15,19,0.6304,0.163,0.2065,5,0.0543,0,0,1,33,29,13,0.16,0.6553,0.5894,0.3662,0.55,0.6667,0.2857,0.4918,0.5109,0.6413,0.6234,0.6176,0.077,0.2628,0.3433,0.1763,0.3096,0.1684,0.0743,21,5,8,0.6176,0.1471,0.2353,13,DECREASE
blender,9,2015-08 -- 2015-11,94,66,8,20,0.7021,0.0851,0.2128,3,0.0319,0,0,1,40,39,11,0.4694,0.7872,0.4409,0.3871,0.3014,0.2941,0.4167,0.439,0.3936,0.5745,0.5465,0.6071,0.0493,0.2991,0.4232,0.035,0.3874,0.1892,0.0714,30,2,9,0.7317,0.0488,0.2195,46,INCREASE
blender,9,2015-11 -- 2016-02,120,85,16,19,0.7083,0.1333,0.1583,7,0.0583,1,0.0286,1,47,44,15,0.3158,0.714,0.3738,0.1905,0.3678,0.4096,0.2308,0.2,0.3833,0.6083,0.5769,0.5714,0.038,0.2427,0.4909,0.2857,0.3116,0.2913,0.1057,35,6,9,0.7,0.12,0.18,26,DECREASE
caligra,10,2013-06 -- 2013-09,54,19,15,20,0.3519,0.2778,0.3704,6,0.1111,0,0,1,17,16,10,0.6389,0.9143,0,0,0,0,0,0,0.3889,0.6852,0.5897,0.7143,0.0335,0.1453,0.3739,0.1039,0.1882,0.2242,0.1167,8,2,8,0.4444,0.1111,0.4444,14,INCREASE
caligra,10,2013-09 -- 2013-12,37,7,14,16,0.1892,0.3784,0.4324,5,0.1351,0,0,1,13,11,9,0.3438,0.8135,0.5934,0.4308,0.4667,0.5185,0.5263,0.2963,0.5676,0.6486,0.5217,0.7,0.0435,0.159,0.3889,0.0108,0.1841,0.0097,0.1111,4,2,7,0.3077,0.1538,0.5385,21,INCREASE
caligra,10,2013-12 -- 2014-03,56,18,22,16,0.3214,0.3929,0.2857,12,0.2143,3,0.0789,1,18,13,10,0.2258,0.7615,0.2151,0.2059,0.0645,0.0833,0.4211,0.3,0.4821,0.6786,0.6176,0.7368,0.0304,0.3595,0.5175,0.1187,0.3397,0.0259,0.0643,9,6,4,0.4737,0.3158,0.2105,23,INCREASE
caligra,10,2014-03 -- 2014-05,60,24,17,19,0.4,0.2833,0.3167,4,0.0667,2,0.0556,1,23,20,8,0.2927,0.8076,0.4138,0.5135,0.0976,0.1818,0.4444,0.4167,0.4833,0.6167,0.5349,0.7778,0.0437,0.3932,0.4475,0.2414,0.2288,0.2163,0.078,16,4,4,0.6667,0.1667,0.1667,21,DECREASE
caligra,10,2014-05 -- 2014-08,58,22,13,23,0.3793,0.2241,0.3966,4,0.069,1,0.0278,1,22,20,11,0.3725,0.8197,0.3898,0.3889,0.3556,0.4,0.1053,0.3913,0.4828,0.6207,0.5556,0.6944,0.0456,0.1836,0.3624,0.3903,0.4767,0.4663,0.0938,14,5,6,0.56,0.2,0.24,20,DECREASE
caligra,10,2014-08 -- 2014-11,54,24,14,16,0.4444,0.2593,0.2963,6,0.1111,0,0,1,19,17,8,0.3077,0.7778,0.4821,0.4848,0.4878,0.4865,0.6316,0.4074,0.2778,0.6481,0.575,0.7333,0.0355,0.3079,0.471,0.3382,0.522,0.3084,0.0762,12,3,5,0.6,0.15,0.25,31,INCREASE
caligra,10,2014-11 -- 2015-02,55,21,13,21,0.3818,0.2364,0.3818,2,0.0364,0,0,1,21,16,13,0.4219,0.795,0.422,0.3125,0.3,0.303,0.1905,0.1304,0.6182,0.6182,0.619,0.6176,0.0536,0.2515,0.4865,0.1925,0.2781,0.1598,0.1246,9,6,7,0.4091,0.2727,0.3182,13,DECREASE
caligra,10,2015-02 -- 2015-05,64,29,16,19,0.4531,0.25,0.2969,3,0.0469,0,0,1,22,19,9,0.3667,0.86,0.4034,0.2899,0.3256,0.2857,0.5455,0.625,0.5625,0.6562,0.6042,0.7429,0.039,0.3938,0.5317,0.0878,0.3784,0.0189,0.0714,13,3,6,0.5909,0.1364,0.2727,29,INCREASE
caligra,10,2015-05 -- 2015-08,56,22,19,15,0.3929,0.3393,0.2679,3,0.0536,0,0,1,20,17,8,0.1818,0.7614,0.45,0.2319,0.5238,0.5556,0.5882,0.4815,0.3214,0.6429,0.5405,0.7647,0.0273,0.1997,0.3974,0.0585,0.3545,0.0618,0.0753,13,4,4,0.619,0.1905,0.1905,19,DECREASE
caligra,10,2015-08 -- 2015-11,42,16,11,15,0.381,0.2619,0.3571,3,0.0714,1,0.0385,1,16,13,9,0.4054,0.7516,0.551,0.5667,0.5,0.6667,0.4706,0.1481,0.4286,0.619,0.5806,0.6538,0.0587,0.241,0.4599,0.1187,0.1028,0.1161,0.1498,8,4,5,0.4706,0.2353,0.2941,0,INCREASE
caligra,10,2015-11 -- 2016-02,29,20,4,5,0.6897,0.1379,0.1724,2,0.069,0,0,1,11,11,2,1,1,0.7324,10.286,0.8148,0.6667,14.545,0.4231,0.2414,0.6207,0.56,0.7778,0.0884,0.4152,0.4532,0.1971,0.1776,-0.3378,0.1182,9,0,2,0.8182,0,0.1818,1,INCREASE
enlightenment,11,2013-06 -- 2013-09,85,65,4,16,0.7647,0.0471,0.1882,5,0.0588,0,0,1,34,33,4,0.2857,0.7821,0,0,0,0,0,0,0.3647,0.6,0.5926,0.8,0.2515,0.3599,0.6469,0.2042,0.1857,0.2045,0.1507,30,1,3,0.8824,0.0294,0.0882,6,INCREASE
enlightenment,11,2013-09 -- 2013-12,92,70,4,18,0.7609,0.0435,0.1957,4,0.0435,0,0,1,40,39,6,0.4615,0.9091,0.3277,0.3333,0.3784,0.3611,0,0.3793,0.1739,0.5652,0.5568,0.7273,0.1257,0.2538,0.6166,0.2688,0.256,0.324,0.1527,35,2,4,0.8537,0.0488,0.0976,2,INCREASE
enlightenment,11,2013-12 -- 2014-02,101,79,4,18,0.7822,0.0396,0.1782,2,0.0198,1,0.0455,1,37,37,6,0.6,0.8523,0.3212,0.3182,0.3896,0.3684,0.5,0.1613,0.495,0.6337,0.6186,0.7273,0.1393,0.3594,0.6618,0.0136,0.0579,0.001,0.1182,32,1,5,0.8421,0.0263,0.1316,12,INCREASE
enlightenment,11,2014-02 -- 2014-05,93,73,4,16,0.7849,0.043,0.172,7,0.0753,3,0.15,1,35,34,7,0.2,0.6975,0.4742,0.4762,0.4444,0.4789,0.3077,0.5217,0.3978,0.6237,0.618,0.65,0.5271,0.3144,0.5055,0.2825,0.2152,0.1734,0.0923,30,3,4,0.8108,0.0811,0.1081,15,INCREASE
enlightenment,11,2014-05 -- 2014-08,93,70,10,13,0.7527,0.1075,0.1398,4,0.043,1,0.0435,1,39,38,6,0.15,0.7609,0.4194,0.2791,0.5135,0.5278,0.3077,0.3077,0.3763,0.5806,0.5422,0.7391,0.0445,0.339,0.637,0.354,0.2904,0.0085,0.1022,35,3,3,0.8537,0.0732,0.0732,11,DECREASE
enlightenment,11,2014-08 -- 2014-11,92,65,10,17,0.7065,0.1087,0.1848,10,0.1087,0,0,1,35,34,8,0.0667,0.7951,0.3351,0.28,0.5135,0.5,0.4286,0.2581,0.4239,0.6196,0.5854,0.7037,0.0347,0.1394,0.414,0.2362,0.1301,0.4409,0.1025,29,3,5,0.7838,0.0811,0.1351,13,INCREASE
enlightenment,11,2014-11 -- 2015-02,78,54,12,12,0.6923,0.1538,0.1538,6,0.0769,2,0.0833,1,30,28,7,0.1579,0.7741,0.5412,0.5098,0.5231,0.5161,0.5333,0.3261,0.3077,0.6154,0.5758,0.7083,0.0288,0.1467,0.3976,0.4132,0.2518,0.2198,0.0959,25,4,3,0.7812,0.125,0.0938,35,INCREASE
enlightenment,11,2015-02 -- 2015-05,82,58,15,9,0.7073,0.1829,0.1098,5,0.061,2,0.0833,1,34,28,9,0.075,0.55,0.375,0.5833,0.375,0.3929,0.375,0.1667,0.5488,0.5854,0.5821,0.625,0.0903,0.3129,0.4821,0.2993,0.1521,0.0164,0.0858,26,7,2,0.7429,0.2,0.0571,8,DECREASE
enlightenment,11,2015-05 -- 2015-08,64,48,7,9,0.75,0.1094,0.1406,3,0.0469,0,0,1,25,24,5,0.3846,0.774,0.6027,0.75,0.5085,0.4615,0.8571,0.5682,0.3125,0.6094,0.5789,0.6875,0.068,0.2828,0.5556,0.4045,0.1766,0.1676,0.127,20,1,4,0.8,0.04,0.16,6,DECREASE
enlightenment,11,2015-08 -- 2015-11,68,47,11,10,0.6912,0.1618,0.1471,5,0.0735,1,0.0476,1,26,26,6,0.3333,0.8942,0.3788,0.3243,0.2353,0.24,0.1818,0.28,0.4412,0.6176,0.5439,0.7143,0.0361,0.2668,0.5202,0.1895,0.1697,0.5418,0.1067,22,2,4,0.7857,0.0714,0.1429,10,INCREASE
enlightenment,11,2015-11 -- 2016-02,49,31,9,9,0.6327,0.1837,0.1837,9,0.1837,0,0,1,21,20,5,0.3889,0.7778,0.547,0.7179,0.4681,0.4783,0.5455,0.4375,0.4694,0.5714,0.5,0.7222,0.0433,0.152,0.4681,0.3013,0.1083,0.0663,0.1777,17,2,3,0.7727,0.0909,0.1364,2,DECREASE
emacs,12,2013-06 -- 2013-09,156,97,15,44,0.6218,0.0962,0.2821,9,0.0577,0,0,23,48,48,9,0.68,0.9481,0,0,0,0,0,0,0.391,0.6923,0.6596,0.8475,0.0144,0.1978,0.5074,0.3113,0.2593,-0.1889,0.0862,42,3,6,0.8235,0.0588,0.1176,10,INCREASE
emacs,12,2013-09 -- 2013-12,184,102,28,54,0.5543,0.1522,0.2935,8,0.0435,1,0.0122,24,60,58,14,0.5217,0.9217,0.3765,0.3688,0.3148,0.3396,0.1739,0.375,0.413,0.6739,0.6282,0.8293,0.0107,0.1795,0.5196,0.289,0.1792,0.0995,0.0979,49,5,9,0.7778,0.0794,0.1429,3,DECREASE
emacs,12,2013-12 -- 2014-03,217,137,24,56,0.6313,0.1106,0.2581,10,0.0461,0,0,23,65,65,12,0.6852,0.9586,0.384,0.4691,0.448,0.439,0.5385,0.3766,0.3641,0.7005,0.6632,0.85,0.0098,0.1331,0.5161,0.162,0.1757,0.1658,0.1275,58,5,7,0.8286,0.0714,0.1,3,STABLE
emacs,12,2014-03 -- 2014-06,176,119,17,40,0.6761,0.0966,0.2273,7,0.0398,0,0,16,58,58,8,0.6809,0.9563,0.5598,0.6131,0.5041,0.5041,0.7,0.3182,0.5568,0.6705,0.6352,0.8596,0.0147,0.3423,0.5884,0.2824,0.2242,0.2997,0.0573,50,0,8,0.8621,0,0.1379,4,INCREASE
emacs,12,2014-06 -- 2014-09,170,105,22,43,0.6176,0.1294,0.2529,8,0.0471,0,0,24,58,58,8,0.5294,0.9339,0.4624,0.4426,0.431,0.431,0.5,0.5375,0.2765,0.6588,0.6081,0.8769,0.0124,0.259,0.5183,0.2697,0.3078,-0.2061,0.0615,52,2,6,0.8667,0.0333,0.1,4,STABLE
emacs,12,2014-09 -- 2014-12,250,144,37,69,0.576,0.148,0.276,9,0.036,0,0,26,82,82,11,0.6809,0.9743,0.2952,0.2807,0.3286,0.3286,0.3158,0.2258,0.396,0.672,0.615,0.8962,0.0077,0.1536,0.5673,0.1374,0.1726,0.2202,0.0913,72,1,10,0.8675,0.012,0.1205,6,INCREASE
emacs,12,2014-12 -- 2015-03,212,125,30,57,0.5896,0.1415,0.2689,10,0.0472,1,0.0115,24,62,61,8,0.641,0.962,0.5584,0.6321,0.5694,0.5734,0.4211,0.3721,0.533,0.7075,0.6648,0.908,0.0094,0.17,0.5232,0.0601,0.0471,-0.2329,0.0882,55,2,6,0.873,0.0317,0.0952,2,DECREASE
emacs,12,2015-03 -- 2015-06,191,116,29,46,0.6073,0.1518,0.2408,7,0.0366,0,0,25,54,54,8,0.7273,0.9806,0.4467,0.5556,0.4828,0.4696,0.5,0.5,0.466,0.7173,0.6667,0.8933,0.01,0.2159,0.5467,0.0831,0.0579,0.0057,0.0849,49,3,5,0.8596,0.0526,0.0877,4,INCREASE
emacs,12,2015-06 -- 2015-09,147,75,26,46,0.5102,0.1769,0.3129,14,0.0952,1,0.0139,26,41,41,8,0.64,0.9494,0.6154,0.5714,0.6105,0.6105,0.625,0.4231,0.4898,0.7211,0.6612,0.8889,0.0119,0.2227,0.489,0.0319,0.0271,0.1821,0.0795,34,1,7,0.8095,0.0238,0.1667,13,INCREASE
emacs,12,2015-09 -- 2015-12,236,152,26,58,0.6441,0.1102,0.2458,8,0.0339,1,0.0119,24,70,69,14,0.662,0.9598,0.2715,0.4103,0.2162,0.2182,0.2727,0.5192,0.4153,0.7034,0.6714,0.8333,0.0095,0.1308,0.4736,0.1763,0.1644,0.1081,0.1093,60,5,9,0.8108,0.0676,0.1216,0,DECREASE
emacs,12,2015-12 -- 2016-03,282,153,52,77,0.5426,0.1844,0.273,12,0.0426,0,0,22,76,75,11,0.6458,0.9738,0.3822,0.3286,0.4795,0.4861,0.72,0.404,0.3582,0.7305,0.6739,0.9147,0.006,0.1451,0.4564,0.3276,0.1582,0.0667,0.0489,65,1,10,0.8553,0.0132,0.1316,15,INCREASE
eclipse-cdt,13,2013-06 -- 2013-09,82,56,13,13,0.6829,0.1585,0.1585,6,0.0732,0,0,1,29,28,5,0.1429,0.8791,0,0,0,0,0,0,0.5122,0.6463,0.5942,0.8077,0.0286,0.2473,0.3183,0.2193,0.2604,0.0489,0.0644,25,2,3,0.8333,0.0667,0.1,13,INCREASE
eclipse-cdt,13,2013-09 -- 2013-12,61,38,11,12,0.623,0.1803,0.1967,7,0.1148,0,0,1,24,22,7,0.3,0.8196,0.6014,0.4898,0.5283,0.56,0.1667,0.4186,0.623,0.6066,0.56,0.6957,0.043,0.2929,0.3975,0.2868,0.1606,0.4038,0.0858,17,2,5,0.7083,0.0833,0.2083,18,INCREASE
eclipse-cdt,13,2013-12 -- 2014-02,71,44,15,12,0.6197,0.2113,0.169,8,0.1127,1,0.037,1,31,27,7,0.28,0.8311,0.3939,0.36,0.4727,0.449,0.1429,0.4615,0.2254,0.5634,0.5179,0.7407,0.0366,0.2568,0.2608,0.5124,0.5438,0.4761,0.0535,23,3,4,0.7667,0.1,0.1333,11,DECREASE
eclipse-cdt,13,2014-02 -- 2014-05,89,61,14,14,0.6854,0.1573,0.1573,7,0.0787,0,0,1,29,28,8,0.2778,0.8552,0.4125,0.3636,0.6,0.5455,0.4,0.1818,0.382,0.6742,0.6267,0.7143,0.0299,0.2419,0.453,0.4575,0.2266,0.3765,0.0924,25,5,3,0.7576,0.1515,0.0909,11,STABLE
eclipse-cdt,13,2014-05 -- 2014-08,79,48,20,11,0.6076,0.2532,0.1392,7,0.0886,0,0,1,26,23,6,0.1333,0.8688,0.5476,0.4407,0.5818,0.6275,0.5714,0.2826,0.4051,0.6709,0.6102,0.8065,0.019,0.2665,0.4202,0.3497,0.0653,0.3388,0.0542,20,3,3,0.7692,0.1154,0.1154,9,DECREASE
eclipse-cdt,13,2014-08 -- 2014-11,61,37,15,9,0.6066,0.2459,0.1475,7,0.1148,0,0,1,23,21,8,0.1818,0.8788,0.6429,0.5455,0.5306,0.5,0.4286,0.3333,0.3607,0.623,0.5435,0.6667,0.0331,0.2651,0.385,0.3969,0.2896,0.3504,0.065,16,3,5,0.6667,0.125,0.2083,15,INCREASE
eclipse-cdt,13,2014-11 -- 2015-02,59,31,18,10,0.5254,0.3051,0.1695,5,0.0847,0,0,1,22,19,9,0.3182,0.862,0.45,0.3846,0.4889,0.5,0.1176,0.2963,0.5254,0.6271,0.5366,0.6786,0.0302,0.2614,0.4079,0.3885,0.1076,0.3939,0.0748,15,5,4,0.625,0.2083,0.1667,3,DECREASE
eclipse-cdt,13,2015-02 -- 2015-05,54,27,16,11,0.5,0.2963,0.2037,5,0.0926,1,0.037,1,18,18,6,0.2857,0.8571,0.4602,0.3636,0.55,0.4324,0.8,0.5385,0.1296,0.6667,0.5263,0.7778,0.0273,0.2026,0.3075,0.507,0.3251,0.4929,0.0699,13,1,5,0.6842,0.0526,0.2632,12,INCREASE
eclipse-cdt,13,2015-05 -- 2015-08,65,37,20,8,0.5692,0.3077,0.1231,6,0.0923,0,0,1,23,21,6,0,0.8143,0.3697,0.4,0.3415,0.4103,0.5,0.1364,0.1692,0.6462,0.5333,0.7857,0.0259,0.1916,0.3243,0.2347,0.262,0.069,0.0663,17,2,4,0.7391,0.087,0.1739,6,DECREASE
eclipse-cdt,13,2015-08 -- 2015-11,57,38,13,6,0.6667,0.2281,0.1053,5,0.0877,0,0,1,20,18,5,0.1429,0.8571,0.541,0.7234,0.6512,0.6154,0.7273,0.1818,0.3158,0.6491,0.5909,0.7368,0.0301,0.2891,0.4489,0.4541,0.292,0.4535,0.0689,15,2,3,0.75,0.1,0.15,24,INCREASE
eclipse-cdt,13,2015-11 -- 2016-02,60,33,17,10,0.55,0.2833,0.1667,8,0.1333,0,0,1,26,22,10,0.1562,0.6586,0.4274,0.2174,0.3478,0.45,0.1333,0.16,0.4333,0.5667,0.4884,0.6296,0.0666,0.2989,0.3678,0.2878,0.4469,0.3717,0.0898,17,5,5,0.6296,0.1852,0.1852,30,INCREASE
django,14,2013-05 -- 2013-08,264,121,105,38,0.4583,0.3977,0.1439,45,0.1705,2,0.014,1,73,57,31,0.1068,0.8093,0,0,0,0,0,0,0.4129,0.7235,0.6415,0.7832,0.006,0.1578,0.3609,0.2643,0.292,0.2347,0.0307,44,18,13,0.5867,0.24,0.1733,223,INCREASE
django,14,2013-08 -- 2013-10,275,130,116,29,0.4727,0.4218,0.1055,70,0.2545,6,0.0414,1,82,65,30,0.0808,0.8161,0.6456,0.7014,0.4,0.4426,0.5574,0.3621,0.4291,0.7018,0.5912,0.7931,0.0057,0.1364,0.265,0.2969,0.3357,0.2551,0.0233,54,19,11,0.6429,0.2262,0.131,134,DECREASE
django,14,2013-10 -- 2014-01,201,97,82,22,0.4826,0.408,0.1095,30,0.1493,0,0,1,57,52,19,0.0984,0.805,0.8697,0.8835,0.7626,0.7179,0.6122,0.3816,0.2537,0.7164,0.563,0.8173,0.0074,0.168,0.2951,0.2389,0.5284,0.2499,0.0249,43,10,9,0.6935,0.1613,0.1452,223,INCREASE
django,14,2014-01 -- 2014-04,256,111,120,25,0.4336,0.4688,0.0977,38,0.1484,3,0.0207,1,68,47,34,0.0836,0.8143,0.6039,0.5703,0.528,0.6465,0.2642,0.1884,0.543,0.7344,0.6544,0.7655,0.006,0.1678,0.3201,0.3388,0.2837,0.3117,0.025,36,23,11,0.5143,0.3286,0.1571,111,DECREASE
django,14,2014-04 -- 2014-07,228,94,99,35,0.4123,0.4342,0.1535,57,0.25,6,0.0448,1,59,48,30,0.1395,0.8626,0.7686,0.7599,0.6929,0.6526,0.5938,0.5161,0.4298,0.7412,0.6279,0.7761,0.0068,0.1982,0.3337,0.4496,0.3409,0.4221,0.0276,35,17,13,0.5385,0.2615,0.2,99,DECREASE
django,14,2014-07 -- 2014-10,272,133,113,26,0.489,0.4154,0.0956,57,0.2096,7,0.0504,1,68,58,28,0.1364,0.8873,0.58,0.674,0.5512,0.5283,0.6897,0.4069,0.3529,0.75,0.6352,0.7986,0.0053,0.1549,0.2841,0.4571,0.3651,0.3688,0.0259,50,20,8,0.641,0.2564,0.1026,200,INCREASE
django,14,2014-10 -- 2015-01,255,107,115,33,0.4196,0.451,0.1294,49,0.1922,5,0.0338,1,65,48,30,0.1227,0.8518,0.7628,0.7317,0.6015,0.6981,0.6207,0.2985,0.4353,0.7451,0.6571,0.7973,0.0059,0.1748,0.3133,0.4773,0.4247,0.4673,0.0292,39,21,9,0.5652,0.3043,0.1304,177,DECREASE
django,14,2015-01 -- 2015-04,287,127,134,26,0.4425,0.4669,0.0906,70,0.2439,5,0.0312,1,71,57,28,0.12,0.8283,0.6716,0.7078,0.5441,0.5143,0.5862,0.3626,0.4181,0.7526,0.6275,0.825,0.0051,0.2201,0.3956,0.2957,0.3169,0.2889,0.0205,44,15,13,0.6111,0.2083,0.1806,156,DECREASE
django,14,2015-04 -- 2015-07,285,111,150,24,0.3895,0.5263,0.0842,92,0.3228,12,0.069,1,76,50,39,0.0578,0.8729,0.7343,0.7425,0.5306,0.5981,0.3582,0.3667,0.4456,0.7333,0.6296,0.7759,0.0051,0.2927,0.3893,0.3999,0.3629,0.3705,0.0156,41,30,9,0.5125,0.375,0.1125,95,DECREASE
django,14,2015-07 -- 2015-10,235,110,102,23,0.4681,0.434,0.0979,48,0.2043,7,0.056,1,66,50,32,0.0769,0.8706,0.8115,0.9498,0.662,0.54,0.8169,0.4123,0.4638,0.7191,0.6241,0.744,0.0066,0.3651,0.4991,0.394,0.3115,0.31,0.0223,45,27,5,0.5844,0.3506,0.0649,91,DECREASE
